framework,trace_idx,n_steps,fm,present,step_idx,pct,is_global
AG2,19,4,3.1,0,,,0
AG2,19,4,3.2,0,,,0
AG2,19,4,3.3,0,,,0
AG2,20,6,1.1,0,,,0
AG2,20,6,1.2,0,,,0
AG2,20,6,1.3,0,,,0
AG2,20,6,1.4,0,,,0
AG2,20,6,1.5,0,,,0
AG2,20,6,2.1,0,,,0
AG2,20,6,2.2,0,,,0
AG2,20,6,2.3,0,,,0
AG2,20,6,2.4,0,,,0
AG2,20,6,2.5,0,,,0
AG2,20,6,2.6,0,,,0
AG2,20,6,3.1,0,,,0
AG2,20,6,3.2,0,,,0
AG2,20,6,3.3,0,,,0
AG2,21,6,1.1,1,,,1
AG2,21,6,1.2,0,,,0
AG2,21,6,1.3,0,,,0
AG2,21,6,1.4,0,,,0
AG2,21,6,1.5,0,,,0
AG2,21,6,2.1,0,,,0
AG2,21,6,2.2,1,1,20.0,0
AG2,21,6,2.3,0,,,0
AG2,21,6,2.4,0,,,0
AG2,21,6,2.5,0,,,0
AG2,21,6,2.6,0,,,0
AG2,21,6,3.1,0,,,0
AG2,21,6,3.2,1,5,100.0,0
AG2,21,6,3.3,0,,,0
AG2,22,6,1.1,0,,,0
AG2,22,6,1.2,0,,,0
AG2,22,6,1.3,0,,,0
AG2,22,6,1.4,0,,,0
AG2,22,6,1.5,0,,,0
AG2,22,6,2.1,0,,,0
AG2,22,6,2.2,0,,,0
AG2,22,6,2.3,0,,,0
AG2,22,6,2.4,0,,,0
AG2,22,6,2.5,0,,,0
AG2,22,6,2.6,0,,,0
AG2,22,6,3.1,0,,,0
AG2,22,6,3.2,1,5,100.0,0
AG2,22,6,3.3,0,,,0
AG2,23,6,1.1,1,,,1
AG2,23,6,1.2,0,,,0
AG2,23,6,1.3,0,,,0
AG2,23,6,1.4,0,,,0
AG2,23,6,1.5,0,,,0
AG2,23,6,2.1,0,,,0
AG2,23,6,2.2,0,,,0
AG2,23,6,2.3,0,,,0
AG2,23,6,2.4,0,,,0
AG2,23,6,2.5,0,,,0
AG2,23,6,2.6,0,,,0
AG2,23,6,3.1,0,,,0
AG2,23,6,3.2,1,5,100.0,0
AG2,23,6,3.3,0,,,0
AG2,24,4,1.1,0,,,0
AG2,24,4,1.2,0,,,0
AG2,24,4,1.3,0,,,0
AG2,24,4,1.4,0,,,0
AG2,24,4,1.5,0,,,0
AG2,24,4,2.1,0,,,0
AG2,24,4,2.2,0,,,0
AG2,24,4,2.3,0,,,0
AG2,24,4,2.4,0,,,0
AG2,24,4,2.5,0,,,0
AG2,24,4,2.6,0,,,0
AG2,24,4,3.1,0,,,0
AG2,24,4,3.2,1,3,100.0,0
AG2,24,4,3.3,0,,,0
AG2,25,4,1.1,1,,,1
AG2,25,4,1.2,0,,,0
AG2,25,4,1.3,0,,,0
AG2,25,4,1.4,0,,,0
AG2,25,4,1.5,0,,,0
AG2,25,4,2.1,0,,,0
AG2,25,4,2.2,0,,,0
AG2,25,4,2.3,0,,,0
AG2,25,4,2.4,0,,,0
AG2,25,4,2.5,0,,,0
AG2,25,4,2.6,0,,,0
AG2,25,4,3.1,0,,,0
AG2,25,4,3.2,1,2,67.0,0
AG2,25,4,3.3,0,,,0
AG2,26,6,1.1,0,,,0
AG2,26,6,1.2,0,,,0
AG2,26,6,1.3,0,,,0
AG2,26,6,1.4,0,,,0
AG2,26,6,1.5,0,,,0
AG2,26,6,2.1,0,,,0
AG2,26,6,2.2,1,3,60.0,0
AG2,26,6,2.3,0,,,0
AG2,26,6,2.4,0,,,0
AG2,26,6,2.5,0,,,0
AG2,26,6,2.6,1,3,60.0,0
AG2,26,6,3.1,0,,,0
AG2,26,6,3.2,1,5,100.0,0
AG2,26,6,3.3,0,,,0
AG2,27,8,1.1,1,,,1
AG2,27,8,1.2,0,,,0
AG2,27,8,1.3,0,,,0
AG2,27,8,1.4,0,,,0
AG2,27,8,1.5,0,,,0
AG2,27,8,2.1,0,,,0
AG2,27,8,2.2,0,,,0
AG2,27,8,2.3,0,,,0
AG2,27,8,2.4,0,,,0
AG2,27,8,2.5,0,,,0
AG2,27,8,2.6,0,,,0
AG2,27,8,3.1,0,,,0
AG2,27,8,3.2,0,,,0
AG2,27,8,3.3,0,,,0
AG2,28,4,1.1,1,,,1
AG2,28,4,1.2,0,,,0
AG2,28,4,1.3,0,,,0
AG2,28,4,1.4,0,,,0
AG2,28,4,1.5,0,,,0
AG2,28,4,2.1,0,,,0
AG2,28,4,2.2,0,,,0
AG2,28,4,2.3,0,,,0
AG2,28,4,2.4,0,,,0
AG2,28,4,2.5,0,,,0
AG2,28,4,2.6,0,,,0
AG2,28,4,3.1,0,,,0
AG2,28,4,3.2,1,3,100.0,0
AG2,28,4,3.3,1,1,33.0,0
AG2,29,4,1.1,0,,,0
AG2,29,4,1.2,0,,,0
AG2,29,4,1.3,0,,,0
AG2,29,4,1.4,0,,,0
AG2,29,4,1.5,0,,,0
AG2,29,4,2.1,0,,,0
AG2,29,4,2.2,0,,,0
AG2,29,4,2.3,0,,,0
AG2,29,4,2.4,0,,,0
AG2,29,4,2.5,0,,,0
AG2,29,4,2.6,0,,,0
AG2,29,4,3.1,0,,,0
AG2,29,4,3.2,0,,,0
AG2,29,4,3.3,0,,,0
AppWorld,0,96,1.1,0,,,0
AppWorld,0,96,1.2,0,,,0
AppWorld,0,96,1.3,0,,,0
AppWorld,0,96,1.4,0,,,0
AppWorld,0,96,1.5,0,,,0
AppWorld,0,96,2.1,0,,,0
AppWorld,0,96,2.2,0,,,0
AppWorld,0,96,2.3,0,,,0
AppWorld,0,96,2.4,0,,,0
AppWorld,0,96,2.5,0,,,0
AppWorld,0,96,2.6,1,17,18.0,0
AppWorld,0,96,3.1,0,,,0
AppWorld,0,96,3.2,0,,,0
AppWorld,0,96,3.3,0,,,0
AppWorld,1,73,1.1,1,,,1
AppWorld,1,73,1.2,0,,,0
AppWorld,1,73,1.3,1,2,3.0,0
AppWorld,1,73,1.4,0,,,0
AppWorld,1,73,1.5,0,,,0
AppWorld,1,73,2.1,0,,,0
AppWorld,1,73,2.2,0,,,0
AppWorld,1,73,2.3,0,,,0
AppWorld,1,73,2.4,0,,,0
AppWorld,1,73,2.5,0,,,0
AppWorld,1,73,2.6,1,14,19.0,0
AppWorld,1,73,3.1,0,,,0
AppWorld,1,73,3.2,1,65,90.0,0
AppWorld,1,73,3.3,0,,,0
AppWorld,2,140,1.1,1,,,1
AppWorld,2,140,1.2,0,,,0
AppWorld,2,140,1.3,0,,,0
AppWorld,2,140,1.4,0,,,0
AppWorld,2,140,1.5,0,,,0
AppWorld,2,140,2.1,0,,,0
AppWorld,2,140,2.2,0,,,0
AppWorld,2,140,2.3,0,,,0
AppWorld,2,140,2.4,0,,,0
AppWorld,2,140,2.5,0,,,0
AppWorld,2,140,2.6,1,24,17.0,0
AppWorld,2,140,3.1,0,,,0
AppWorld,2,140,3.2,1,,,1
AppWorld,2,140,3.3,0,,,0
AppWorld,3,112,1.1,1,,,1
AppWorld,3,112,1.2,0,,,0
AppWorld,3,112,1.3,1,46,41.0,0
AppWorld,3,112,1.4,0,,,0
AppWorld,3,112,1.5,1,,,1
AppWorld,3,112,2.1,0,,,0
AppWorld,3,112,2.2,0,,,0
AppWorld,3,112,2.3,0,,,0
AppWorld,3,112,2.4,1,59,53.0,0
AppWorld,3,112,2.5,1,42,38.0,0
AppWorld,3,112,2.6,1,59,53.0,0
AppWorld,3,112,3.1,1,,,1
AppWorld,3,112,3.2,1,109,98.0,0
AppWorld,3,112,3.3,0,,,0
AppWorld,4,155,1.1,1,,,1
AppWorld,4,155,1.2,0,,,0
AppWorld,4,155,1.3,1,62,40.0,0
AppWorld,4,155,1.4,0,,,0
AppWorld,4,155,1.5,0,,,0
AppWorld,4,155,2.1,0,,,0
AppWorld,4,155,2.2,1,49,32.0,0
AppWorld,4,155,2.3,0,,,0
AppWorld,4,155,2.4,0,,,0
AppWorld,4,155,2.5,1,47,31.0,0
AppWorld,4,155,2.6,1,27,18.0,0
AppWorld,4,155,3.1,1,,,1
AppWorld,4,155,3.2,1,,,1
AppWorld,4,155,3.3,0,,,0
AppWorld,5,523,1.1,1,,,1
AppWorld,5,523,1.2,0,,,0
AppWorld,5,523,1.3,0,,,0
AppWorld,5,523,1.4,0,,,0
AppWorld,5,523,1.5,0,,,0
AppWorld,5,523,2.1,0,,,0
AppWorld,5,523,2.2,1,35,7.0,0
AppWorld,5,523,2.3,0,,,0
AppWorld,5,523,2.4,0,,,0
AppWorld,5,523,2.5,1,30,6.0,0
AppWorld,5,523,2.6,0,,,0
AppWorld,5,523,3.1,0,,,0
AppWorld,5,523,3.2,0,,,0
AppWorld,5,523,3.3,0,,,0
AppWorld,6,64,1.1,0,,,0
AppWorld,6,64,1.2,0,,,0
AppWorld,6,64,1.3,0,,,0
AppWorld,6,64,1.4,0,,,0
AppWorld,6,64,1.5,0,,,0
AppWorld,6,64,2.1,0,,,0
AppWorld,6,64,2.2,1,50,79.0,0
AppWorld,6,64,2.3,0,,,0
AppWorld,6,64,2.4,0,,,0
AppWorld,6,64,2.5,0,,,0
AppWorld,6,64,2.6,1,41,65.0,0
AppWorld,6,64,3.1,1,,,1
AppWorld,6,64,3.2,1,49,78.0,0
AppWorld,6,64,3.3,0,,,0
AppWorld,7,114,1.1,1,,,1
AppWorld,7,114,1.2,0,,,0
AppWorld,7,114,1.3,1,94,83.0,0
AppWorld,7,114,1.4,0,,,0
AppWorld,7,114,1.5,0,,,0
AppWorld,7,114,2.1,0,,,0
AppWorld,7,114,2.2,1,97,86.0,0
AppWorld,7,114,2.3,0,,,0
AppWorld,7,114,2.4,0,,,0
AppWorld,7,114,2.5,0,,,0
AppWorld,7,114,2.6,1,15,13.0,0
AppWorld,7,114,3.1,0,,,0
AppWorld,7,114,3.2,1,38,34.0,0
AppWorld,7,114,3.3,0,,,0
AppWorld,8,40,1.1,1,,,1
AppWorld,8,40,1.2,0,,,0
AppWorld,8,40,1.3,1,29,74.0,0
AppWorld,8,40,1.4,0,,,0
AppWorld,8,40,1.5,0,,,0
AppWorld,8,40,2.1,0,,,0
AppWorld,8,40,2.2,1,14,36.0,0
AppWorld,8,40,2.3,0,,,0
AppWorld,8,40,2.4,0,,,0
AppWorld,8,40,2.5,1,20,51.0,0
AppWorld,8,40,2.6,0,,,0
AppWorld,8,40,3.1,0,,,0
AppWorld,8,40,3.2,1,23,59.0,0
AppWorld,8,40,3.3,0,,,0
AppWorld,9,60,1.1,0,,,0
AppWorld,9,60,1.2,0,,,0
AppWorld,9,60,1.3,0,,,0
AppWorld,9,60,1.4,0,,,0
AppWorld,9,60,1.5,0,,,0
AppWorld,9,60,2.1,0,,,0
AppWorld,9,60,2.2,1,46,78.0,0
AppWorld,9,60,2.3,0,,,0
AppWorld,9,60,2.4,0,,,0
AppWorld,9,60,2.5,0,,,0
AppWorld,9,60,2.6,0,,,0
AppWorld,9,60,3.1,0,,,0
AppWorld,9,60,3.2,0,,,0
AppWorld,9,60,3.3,0,,,0
AppWorld,10,68,1.1,1,,,1
AppWorld,10,68,1.2,0,,,0
AppWorld,10,68,1.3,0,,,0
AppWorld,10,68,1.4,0,,,0
AppWorld,10,68,1.5,0,,,0
AppWorld,10,68,2.1,0,,,0
AppWorld,10,68,2.2,1,34,51.0,0
AppWorld,10,68,2.3,0,,,0
AppWorld,10,68,2.4,0,,,0
AppWorld,10,68,2.5,0,,,0
AppWorld,10,68,2.6,0,,,0
AppWorld,10,68,3.1,0,,,0
AppWorld,10,68,3.2,0,,,0
AppWorld,10,68,3.3,0,,,0
AppWorld,11,136,1.1,1,,,1
AppWorld,11,136,1.2,0,,,0
AppWorld,11,136,1.3,0,,,0
AppWorld,11,136,1.4,0,,,0
AppWorld,11,136,1.5,0,,,0
AppWorld,11,136,2.1,0,,,0
AppWorld,11,136,2.2,0,,,0
AppWorld,11,136,2.3,0,,,0
AppWorld,11,136,2.4,0,,,0
AppWorld,11,136,2.5,0,,,0
AppWorld,11,136,2.6,0,,,0
AppWorld,11,136,3.1,0,,,0
AppWorld,11,136,3.2,0,,,0
AppWorld,11,136,3.3,0,,,0
AppWorld,12,85,1.1,1,,,1
AppWorld,12,85,1.2,0,,,0
AppWorld,12,85,1.3,1,60,71.0,0
AppWorld,12,85,1.4,0,,,0
AppWorld,12,85,1.5,1,,,1
AppWorld,12,85,2.1,0,,,0
AppWorld,12,85,2.2,1,71,85.0,0
AppWorld,12,85,2.3,1,71,85.0,0
AppWorld,12,85,2.4,0,,,0
AppWorld,12,85,2.5,0,,,0
AppWorld,12,85,2.6,1,33,39.0,0
AppWorld,12,85,3.1,1,,,1
AppWorld,12,85,3.2,1,82,98.0,0
AppWorld,12,85,3.3,0,,,0
AppWorld,13,62,1.1,1,,,1
AppWorld,13,62,1.2,0,,,0
AppWorld,13,62,1.3,0,,,0
AppWorld,13,62,1.4,0,,,0
AppWorld,13,62,1.5,0,,,0
AppWorld,13,62,2.1,0,,,0
AppWorld,13,62,2.2,0,,,0
AppWorld,13,62,2.3,0,,,0
AppWorld,13,62,2.4,1,44,72.0,0
AppWorld,13,62,2.5,0,,,0
AppWorld,13,62,2.6,1,14,23.0,0
AppWorld,13,62,3.1,0,,,0
AppWorld,13,62,3.2,1,54,89.0,0
AppWorld,13,62,3.3,0,,,0
AppWorld,14,171,1.1,1,,,1
AppWorld,14,171,1.2,0,,,0
AppWorld,14,171,1.3,0,,,0
AppWorld,14,171,1.4,0,,,0
AppWorld,14,171,1.5,0,,,0
AppWorld,14,171,2.1,0,,,0
AppWorld,14,171,2.2,0,,,0
AppWorld,14,171,2.3,0,,,0
AppWorld,14,171,2.4,0,,,0
AppWorld,14,171,2.5,0,,,0
AppWorld,14,171,2.6,0,,,0
AppWorld,14,171,3.1,1,,,1
AppWorld,14,171,3.2,1,168,99.0,0
AppWorld,14,171,3.3,0,,,0
AppWorld,15,37,1.1,1,,,1
AppWorld,15,37,1.2,0,,,0
AppWorld,15,37,1.3,1,15,42.0,0
AppWorld,15,37,1.4,0,,,0
AppWorld,15,37,1.5,0,,,0
AppWorld,15,37,2.1,0,,,0
AppWorld,15,37,2.2,0,,,0
AppWorld,15,37,2.3,0,,,0
AppWorld,15,37,2.4,0,,,0
AppWorld,15,37,2.5,0,,,0
AppWorld,15,37,2.6,1,20,56.0,0
AppWorld,15,37,3.1,0,,,0
AppWorld,15,37,3.2,0,,,0
AppWorld,15,37,3.3,0,,,0
AppWorld,16,234,1.1,1,,,1
AppWorld,16,234,1.2,0,,,0
AppWorld,16,234,1.3,1,80,34.0,0
AppWorld,16,234,1.4,0,,,0
AppWorld,16,234,1.5,1,,,1
AppWorld,16,234,2.1,0,,,0
AppWorld,16,234,2.2,1,159,68.0,0
AppWorld,16,234,2.3,0,,,0
AppWorld,16,234,2.4,1,154,66.0,0
AppWorld,16,234,2.5,1,150,64.0,0
AppWorld,16,234,2.6,1,39,17.0,0
AppWorld,16,234,3.1,1,,,1
AppWorld,16,234,3.2,1,177,76.0,0
AppWorld,16,234,3.3,0,,,0
AppWorld,17,60,1.1,0,,,0
AppWorld,17,60,1.2,0,,,0
AppWorld,17,60,1.3,0,,,0
AppWorld,17,60,1.4,0,,,0
AppWorld,17,60,1.5,0,,,0
AppWorld,17,60,2.1,0,,,0
AppWorld,17,60,2.2,1,46,78.0,0
AppWorld,17,60,2.3,0,,,0
AppWorld,17,60,2.4,0,,,0
AppWorld,17,60,2.5,0,,,0
AppWorld,17,60,2.6,0,,,0
AppWorld,17,60,3.1,0,,,0
AppWorld,17,60,3.2,0,,,0
AppWorld,17,60,3.3,0,,,0
AppWorld,18,41,1.1,0,,,0
AppWorld,18,41,1.2,0,,,0
AppWorld,18,41,1.3,0,,,0
AppWorld,18,41,1.4,0,,,0
AppWorld,18,41,1.5,0,,,0
AppWorld,18,41,2.1,0,,,0
AppWorld,18,41,2.2,1,29,72.0,0
AppWorld,18,41,2.3,0,,,0
AppWorld,18,41,2.4,0,,,0
AppWorld,18,41,2.5,0,,,0
AppWorld,18,41,2.6,1,15,38.0,0
AppWorld,18,41,3.1,0,,,0
AppWorld,18,41,3.2,1,22,55.0,0
AppWorld,18,41,3.3,0,,,0
AppWorld,19,107,1.1,0,,,0
AppWorld,19,107,1.2,0,,,0
AppWorld,19,107,1.3,0,,,0
AppWorld,19,107,1.4,0,,,0
AppWorld,19,107,1.5,0,,,0
AppWorld,19,107,2.1,0,,,0
AppWorld,19,107,2.2,1,47,44.0,0
AppWorld,19,107,2.3,1,60,57.0,0
AppWorld,19,107,2.4,0,,,0
AppWorld,19,107,2.5,1,36,34.0,0
AppWorld,19,107,2.6,1,91,86.0,0
AppWorld,19,107,3.1,0,,,0
AppWorld,19,107,3.2,1,19,18.0,0
AppWorld,19,107,3.3,0,,,0
AppWorld,20,136,1.1,1,,,1
AppWorld,20,136,1.2,0,,,0
AppWorld,20,136,1.3,1,24,18.0,0
AppWorld,20,136,1.4,1,24,18.0,0
AppWorld,20,136,1.5,0,,,0
AppWorld,20,136,2.1,1,85,63.0,0
AppWorld,20,136,2.2,1,17,13.0,0
AppWorld,20,136,2.3,0,,,0
AppWorld,20,136,2.4,0,,,0
AppWorld,20,136,2.5,1,24,18.0,0
AppWorld,20,136,2.6,1,85,63.0,0
AppWorld,20,136,3.1,0,,,0
AppWorld,20,136,3.2,1,17,13.0,0
AppWorld,20,136,3.3,0,,,0
AppWorld,21,34,1.1,0,,,0
AppWorld,21,34,1.2,0,,,0
AppWorld,21,34,1.3,0,,,0
AppWorld,21,34,1.4,0,,,0
AppWorld,21,34,1.5,0,,,0
AppWorld,21,34,2.1,0,,,0
AppWorld,21,34,2.2,1,20,61.0,0
AppWorld,21,34,2.3,1,20,61.0,0
AppWorld,21,34,2.4,0,,,0
AppWorld,21,34,2.5,0,,,0
AppWorld,21,34,2.6,1,20,61.0,0
AppWorld,21,34,3.1,0,,,0
AppWorld,21,34,3.2,1,20,61.0,0
AppWorld,21,34,3.3,0,,,0
AppWorld,22,51,1.1,1,,,1
AppWorld,22,51,1.2,0,,,0
AppWorld,22,51,1.3,1,3,6.0,0
AppWorld,22,51,1.4,1,14,28.0,0
AppWorld,22,51,1.5,0,,,0
AppWorld,22,51,2.1,0,,,0
AppWorld,22,51,2.2,0,,,0
AppWorld,22,51,2.3,0,,,0
AppWorld,22,51,2.4,0,,,0
AppWorld,22,51,2.5,0,,,0
AppWorld,22,51,2.6,1,48,96.0,0
AppWorld,22,51,3.1,0,,,0
AppWorld,22,51,3.2,1,38,76.0,0
AppWorld,22,51,3.3,0,,,0
AppWorld,23,366,1.1,1,,,1
AppWorld,23,366,1.2,0,,,0
AppWorld,23,366,1.3,0,,,0
AppWorld,23,366,1.4,1,19,5.0,0
AppWorld,23,366,1.5,0,,,0
AppWorld,23,366,2.1,1,19,5.0,0
AppWorld,23,366,2.2,1,120,33.0,0
AppWorld,23,366,2.3,1,69,19.0,0
AppWorld,23,366,2.4,0,,,0
AppWorld,23,366,2.5,0,,,0
AppWorld,23,366,2.6,1,105,29.0,0
AppWorld,23,366,3.1,0,,,0
AppWorld,23,366,3.2,1,120,33.0,0
AppWorld,23,366,3.3,0,,,0
AppWorld,24,37,1.1,1,,,1
AppWorld,24,37,1.2,0,,,0
AppWorld,24,37,1.3,0,,,0
AppWorld,24,37,1.4,0,,,0
AppWorld,24,37,1.5,0,,,0
AppWorld,24,37,2.1,0,,,0
AppWorld,24,37,2.2,0,,,0
AppWorld,24,37,2.3,1,9,25.0,0
AppWorld,24,37,2.4,0,,,0
AppWorld,24,37,2.5,0,,,0
AppWorld,24,37,2.6,1,14,39.0,0
AppWorld,24,37,3.1,0,,,0
AppWorld,24,37,3.2,0,,,0
AppWorld,24,37,3.3,0,,,0
AppWorld,25,40,1.1,1,,,1
AppWorld,25,40,1.2,0,,,0
AppWorld,25,40,1.3,0,,,0
AppWorld,25,40,1.4,0,,,0
AppWorld,25,40,1.5,0,,,0
AppWorld,25,40,2.1,0,,,0
AppWorld,25,40,2.2,1,14,36.0,0
AppWorld,25,40,2.3,0,,,0
AppWorld,25,40,2.4,0,,,0
AppWorld,25,40,2.5,1,34,87.0,0
AppWorld,25,40,2.6,1,20,51.0,0
AppWorld,25,40,3.1,1,,,1
AppWorld,25,40,3.2,1,20,51.0,0
AppWorld,25,40,3.3,0,,,0
AppWorld,26,106,1.1,1,,,1
AppWorld,26,106,1.2,0,,,0
AppWorld,26,106,1.3,1,85,81.0,0
AppWorld,26,106,1.4,0,,,0
AppWorld,26,106,1.5,0,,,0
AppWorld,26,106,2.1,0,,,0
AppWorld,26,106,2.2,1,33,31.0,0
AppWorld,26,106,2.3,0,,,0
AppWorld,26,106,2.4,0,,,0
AppWorld,26,106,2.5,1,33,31.0,0
AppWorld,26,106,2.6,1,75,71.0,0
AppWorld,26,106,3.1,0,,,0
AppWorld,26,106,3.2,1,19,18.0,0
AppWorld,26,106,3.3,0,,,0
AppWorld,27,56,1.1,1,,,1
AppWorld,27,56,1.2,0,,,0
AppWorld,27,56,1.3,0,,,0
AppWorld,27,56,1.4,0,,,0
AppWorld,27,56,1.5,0,,,0
AppWorld,27,56,2.1,0,,,0
AppWorld,27,56,2.2,1,1,2.0,0
AppWorld,27,56,2.3,1,50,91.0,0
AppWorld,27,56,2.4,0,,,0
AppWorld,27,56,2.5,0,,,0
AppWorld,27,56,2.6,1,41,75.0,0
AppWorld,27,56,3.1,0,,,0
AppWorld,27,56,3.2,1,53,96.0,0
AppWorld,27,56,3.3,0,,,0
AppWorld,28,37,1.1,0,,,0
AppWorld,28,37,1.2,0,,,0
AppWorld,28,37,1.3,0,,,0
AppWorld,28,37,1.4,0,,,0
AppWorld,28,37,1.5,0,,,0
AppWorld,28,37,2.1,0,,,0
AppWorld,28,37,2.2,1,25,69.0,0
AppWorld,28,37,2.3,0,,,0
AppWorld,28,37,2.4,0,,,0
AppWorld,28,37,2.5,0,,,0
AppWorld,28,37,2.6,1,33,92.0,0
AppWorld,28,37,3.1,0,,,0
AppWorld,28,37,3.2,0,,,0
AppWorld,28,37,3.3,0,,,0
AppWorld,29,167,1.1,1,,,1
AppWorld,29,167,1.2,0,,,0
AppWorld,29,167,1.3,0,,,0
AppWorld,29,167,1.4,0,,,0
AppWorld,29,167,1.5,0,,,0
AppWorld,29,167,2.1,0,,,0
AppWorld,29,167,2.2,1,123,74.0,0
AppWorld,29,167,2.3,0,,,0
AppWorld,29,167,2.4,0,,,0
AppWorld,29,167,2.5,0,,,0
AppWorld,29,167,2.6,1,19,11.0,0
AppWorld,29,167,3.1,0,,,0
AppWorld,29,167,3.2,1,62,37.0,0
AppWorld,29,167,3.3,1,45,27.0,0
HyperAgent,0,40,1.1,1,,,1
HyperAgent,0,40,1.2,0,,,0
HyperAgent,0,40,1.3,1,25,64.0,0
HyperAgent,0,40,1.4,0,,,0
HyperAgent,0,40,1.5,0,,,0
HyperAgent,0,40,2.1,0,,,0
HyperAgent,0,40,2.2,1,24,62.0,0
HyperAgent,0,40,2.3,0,,,0
HyperAgent,0,40,2.4,1,24,62.0,0
HyperAgent,0,40,2.5,1,26,67.0,0
HyperAgent,0,40,2.6,1,24,62.0,0
HyperAgent,0,40,3.1,0,,,0
HyperAgent,0,40,3.2,1,39,100.0,0
HyperAgent,0,40,3.3,0,,,0
HyperAgent,1,40,1.1,0,,,0
HyperAgent,1,40,1.2,1,15,38.0,0
HyperAgent,1,40,1.3,1,27,69.0,0
HyperAgent,1,40,1.4,0,,,0
HyperAgent,1,40,1.5,0,,,0
HyperAgent,1,40,2.1,0,,,0
HyperAgent,1,40,2.2,0,,,0
HyperAgent,1,40,2.3,0,,,0
HyperAgent,1,40,2.4,0,,,0
HyperAgent,1,40,2.5,0,,,0
HyperAgent,1,40,2.6,1,24,62.0,0
HyperAgent,1,40,3.1,0,,,0
HyperAgent,1,40,3.2,1,33,85.0,0
HyperAgent,1,40,3.3,1,34,87.0,0
HyperAgent,2,59,1.1,1,,,1
HyperAgent,2,59,1.2,0,,,0
HyperAgent,2,59,1.3,1,21,36.0,0
HyperAgent,2,59,1.4,1,51,88.0,0
HyperAgent,2,59,1.5,1,,,1
HyperAgent,2,59,2.1,1,51,88.0,0
HyperAgent,2,59,2.2,1,39,67.0,0
HyperAgent,2,59,2.3,0,,,0
HyperAgent,2,59,2.4,1,30,52.0,0
HyperAgent,2,59,2.5,0,,,0
HyperAgent,2,59,2.6,1,39,67.0,0
HyperAgent,2,59,3.1,1,,,1
HyperAgent,2,59,3.2,1,24,41.0,0
HyperAgent,2,59,3.3,1,27,47.0,0
HyperAgent,3,68,1.1,1,,,1
HyperAgent,3,68,1.2,1,25,37.0,0
HyperAgent,3,68,1.3,1,33,49.0,0
HyperAgent,3,68,1.4,0,,,0
HyperAgent,3,68,1.5,0,,,0
HyperAgent,3,68,2.1,1,11,16.0,0
HyperAgent,3,68,2.2,1,7,10.0,0
HyperAgent,3,68,2.3,1,26,39.0,0
HyperAgent,3,68,2.4,1,46,69.0,0
HyperAgent,3,68,2.5,1,66,99.0,0
HyperAgent,3,68,2.6,1,25,37.0,0
HyperAgent,3,68,3.1,0,,,0
HyperAgent,3,68,3.2,1,61,91.0,0
HyperAgent,3,68,3.3,1,66,99.0,0
HyperAgent,4,181,1.1,0,,,0
HyperAgent,4,181,1.2,0,,,0
HyperAgent,4,181,1.3,1,25,14.0,0
HyperAgent,4,181,1.4,0,,,0
HyperAgent,4,181,1.5,0,,,0
HyperAgent,4,181,2.1,1,25,14.0,0
HyperAgent,4,181,2.2,0,,,0
HyperAgent,4,181,2.3,0,,,0
HyperAgent,4,181,2.4,0,,,0
HyperAgent,4,181,2.5,0,,,0
HyperAgent,4,181,2.6,1,12,7.0,0
HyperAgent,4,181,3.1,0,,,0
HyperAgent,4,181,3.2,0,,,0
HyperAgent,4,181,3.3,1,148,82.0,0
HyperAgent,5,40,1.1,0,,,0
HyperAgent,5,40,1.2,0,,,0
HyperAgent,5,40,1.3,1,22,56.0,0
HyperAgent,5,40,1.4,1,35,90.0,0
HyperAgent,5,40,1.5,0,,,0
HyperAgent,5,40,2.1,0,,,0
HyperAgent,5,40,2.2,0,,,0
HyperAgent,5,40,2.3,0,,,0
HyperAgent,5,40,2.4,0,,,0
HyperAgent,5,40,2.5,0,,,0
HyperAgent,5,40,2.6,1,32,82.0,0
HyperAgent,5,40,3.1,0,,,0
HyperAgent,5,40,3.2,1,23,59.0,0
HyperAgent,5,40,3.3,0,,,0
HyperAgent,6,45,1.1,0,,,0
HyperAgent,6,45,1.2,1,20,45.0,0
HyperAgent,6,45,1.3,1,12,27.0,0
HyperAgent,6,45,1.4,0,,,0
HyperAgent,6,45,1.5,1,,,1
HyperAgent,6,45,2.1,0,,,0
HyperAgent,6,45,2.2,1,8,18.0,0
HyperAgent,6,45,2.3,1,20,45.0,0
HyperAgent,6,45,2.4,0,,,0
HyperAgent,6,45,2.5,1,20,45.0,0
HyperAgent,6,45,2.6,1,8,18.0,0
HyperAgent,6,45,3.1,0,,,0
HyperAgent,6,45,3.2,1,8,18.0,0
HyperAgent,6,45,3.3,0,,,0
HyperAgent,7,42,1.1,0,,,0
HyperAgent,7,42,1.2,0,,,0
HyperAgent,7,42,1.3,0,,,0
HyperAgent,7,42,1.4,0,,,0
HyperAgent,7,42,1.5,0,,,0
HyperAgent,7,42,2.1,0,,,0
HyperAgent,7,42,2.2,0,,,0
HyperAgent,7,42,2.3,0,,,0
HyperAgent,7,42,2.4,0,,,0
HyperAgent,7,42,2.5,0,,,0
HyperAgent,7,42,2.6,0,,,0
HyperAgent,7,42,3.1,0,,,0
HyperAgent,7,42,3.2,0,,,0
HyperAgent,7,42,3.3,0,,,0
HyperAgent,8,29,1.1,0,,,0
